rfi_id,project_name,submission_date,response_date,status,topic,description,delay_flag,days_to_close,assigned_to,priority_level,cost_impact_estimate,project_phase,rfi_type,response_quality
621,Maryhaven Bypass Project,2025-01-30,2025-02-12,Pending Review,Stormwater Drainage,Summer apply west respond live popular capital truth music type executive market today sure teacher happy new clearly example join office.,True,13,Subcontractor,Low,6017.32,Paving,Material Substitution,3
622,Campbellberg Bypass Project,2025-03-30,2025-04-03,Answered,Stormwater Drainage,Test watch budget raise method somebody our third American discuss newspaper out Democrat little or race analysis exactly us treatment popular.,True,4,General Contractor,Low,8873.15,Paving,Material Substitution,4
623,Davidside Bypass Project,2024-11-15,2024-12-15,Pending Review,Utility Relocation,Money protect body thought two near realize but education push ready himself party fire eat alone thought finally.,False,30,General Contractor,Medium,22946.66,Preconstruction,Clarification,5
624,Erictown Bypass Project,2024-11-05,2024-11-27,Open,Lane Closures,Determine example beautiful front source stage go help official rather should fall who drive whole.,True,22,DOT Inspector,Medium,32074.79,Excavation,Design Change,2
625,Adamstown Bypass Project,2025-02-07,2025-02-26,Open,Stormwater Drainage,Mrs argue baby stock trip man at week help receive system letter from full from commercial game series history city more.,True,19,General Contractor,High,110852.11,Paving,Conflict Resolution,5
626,Rojasburgh Bypass Project,2025-01-23,2025-02-19,Open,Traffic Signage,Health act property sing TV white simply Democrat teach special ask well identify price want development administration although.,True,27,Civil Engineer,Low,7605.06,Excavation,Conflict Resolution,4
627,Robertburgh Bypass Project,2025-03-06,2025-03-20,Closed,Road Grading,Three product front could reach degree develop player business as once step truth order.,False,14,Civil Engineer,Low,2258.92,Preconstruction,Material Substitution,3
628,Michaelshire Bypass Project,2025-01-02,2025-01-20,Open,Pavement Materials,Decade marriage what collection part foreign region offer question floor others management kind event listen.,False,18,Subcontractor,Low,2325.66,Excavation,Material Substitution,3
629,Kellymouth Bypass Project,2025-04-13,2025-04-24,Open,Utility Relocation,Type end face central still nice clearly student those score office.,True,11,DOT Inspector,High,157870.41,Inspection,Clarification,5
630,Perezbury Bypass Project,2024-11-10,2024-11-29,Open,Traffic Signage,Process face father maybe yeah single Mr model call ground reality soldier they break gas.,True,19,Subcontractor,Medium,25198.34,Paving,Material Substitution,3
631,Jonesmouth Bypass Project,2025-02-21,2025-02-25,Answered,Lane Closures,Give protect address night deal difficult someone most agency two trial have mean fire half decision perform allow this such industry assume risk partner cut.,True,4,DOT Inspector,Medium,19758.09,Inspection,Design Change,3
632,Lake Christina Bypass Project,2025-01-18,2025-01-27,Closed,Traffic Signage,Under drop southern international go difference paper act air child perform world born.,True,9,General Contractor,Medium,14345.63,Preconstruction,Design Change,5
633,East Danielchester Bypass Project,2025-02-22,2025-03-15,Pending Review,Soil Compaction,Personal loss third two fact true teach money exist they baby artist western another her could somebody better.,True,21,Civil Engineer,Medium,45825.04,Excavation,Conflict Resolution,2
634,Martinmouth Bypass Project,2024-12-16,2025-01-09,Open,Stormwater Drainage,Author it shake hospital interesting military individual ago level rich section relationship single east.,False,24,DOT Inspector,Low,8497.16,Paving,Clarification,5
635,New Ruth Bypass Project,2025-01-17,2025-01-31,Answered,Guardrail Placement,Community change level yourself develop story back instead money together understand figure resource.,True,14,Civil Engineer,Low,4461.99,Excavation,Material Substitution,5
636,West Dianestad Bypass Project,2025-03-20,2025-04-19,Closed,Lane Closures,Around certain drop particularly according no morning spend use process interview clear red be season last.,True,30,General Contractor,Medium,43388.99,Inspection,Conflict Resolution,4
637,Lake Ryanborough Bypass Project,2025-03-15,2025-03-26,Answered,Utility Relocation,Serious money order decision door federal serious form respond popular check wish expert thing share perform direction story list relate fact.,True,11,DOT Inspector,Medium,13459.44,Excavation,Conflict Resolution,4
638,Amandachester Bypass Project,2025-04-07,2025-05-02,Answered,Traffic Signage,Thousand teach result past health true not since instead similar suggest likely against eye old level.,False,25,Civil Engineer,Medium,30993.51,Paving,Conflict Resolution,4
639,Sandrastad Bypass Project,2024-12-14,2024-12-21,Closed,Guardrail Placement,Form market natural determine gas price air store worry fund very worker page project between media man reveal away wear.,False,7,General Contractor,Medium,18073.01,Inspection,Conflict Resolution,4
640,Shawborough Bypass Project,2025-02-04,2025-02-14,Pending Review,Guardrail Placement,Financial guy necessary society fear require oil listen artist last establish remember soon her different federal particular green question camera.,False,10,DOT Inspector,Low,6778.4,Excavation,Conflict Resolution,3
641,Warrenfort Bypass Project,2024-12-08,2025-01-07,Open,Pavement Materials,Ago leg affect tonight analysis yourself pattern manage late have first lawyer figure thought act current thus movement nor pretty find civil ahead great pretty.,True,30,General Contractor,Medium,38992.41,Preconstruction,Conflict Resolution,5
642,Bergerbury Bypass Project,2025-02-20,2025-03-08,Closed,Bridge Joint Design,Find rock drug difficult down effect response same finally especially method agent but.,False,16,DOT Inspector,Medium,45167.34,Preconstruction,Design Change,3
643,Curtisport Bypass Project,2024-12-26,2025-01-22,Pending Review,Lane Closures,Human watch ball side vote help young American piece important yes identify treat weight room expert station at value well.,True,27,Subcontractor,Medium,34835.47,Preconstruction,Clarification,5
644,Port Richard Bypass Project,2025-01-20,2025-01-31,Answered,Pavement Materials,Him great seat anyone different build everyone else soldier father throw attack.,True,11,DOT Inspector,High,105617.4,Inspection,Conflict Resolution,5
645,Davenportport Bypass Project,2025-01-02,2025-01-27,Pending Review,Soil Compaction,Each anything relationship way on decade appear than lose nation memory action more kid explain stuff.,False,25,Subcontractor,High,77212.04,Excavation,Material Substitution,3
646,Lake Patriciafort Bypass Project,2025-01-17,2025-01-20,Pending Review,Utility Relocation,Give then outside value international teach interview total above dream stay relationship former involve because best hour real since hundred owner agree card open.,True,3,DOT Inspector,Medium,47334.58,Inspection,Material Substitution,2
647,New Kimberlyhaven Bypass Project,2024-12-27,2025-01-12,Closed,Utility Relocation,Newspaper rich both much he explain name set decide different themselves western ready occur behind.,False,16,Subcontractor,Medium,10262.49,Preconstruction,Conflict Resolution,5
648,New Erin Bypass Project,2024-12-20,2024-12-28,Answered,Traffic Signage,First art unit director exactly from turn single someone simply agree step.,False,8,DOT Inspector,Medium,10648.28,Inspection,Conflict Resolution,3
649,West Michelleville Bypass Project,2025-02-22,2025-02-27,Open,Traffic Signage,Already small notice word our particular party hold very glass spend resource executive possible bed television add city line evening blood after.,False,5,General Contractor,Low,2575.26,Preconstruction,Clarification,5
650,East Susan Bypass Project,2024-11-23,2024-12-18,Closed,Bridge Joint Design,Bit compare responsibility month move pay commercial investment free other guy whose direction public police enjoy open beyond.,True,25,Civil Engineer,Medium,43808.73,Preconstruction,Conflict Resolution,3
651,Port Joshuaview Bypass Project,2025-03-27,2025-04-21,Pending Review,Pavement Materials,Read they charge law ask cost reason eight whom wrong blue ability week heart own more dog begin middle share whole.,True,25,DOT Inspector,Medium,46843.95,Preconstruction,Conflict Resolution,4
652,East Michelle Bypass Project,2024-11-08,2024-12-01,Open,Traffic Signage,Alone good leader difference itself size believe despite level today training list project add other read pull very training staff.,False,23,DOT Inspector,Medium,13466.18,Preconstruction,Material Substitution,3
653,New Scottville Bypass Project,2024-11-14,2024-12-06,Closed,Pavement Materials,Think money try our popular thank song long can ground listen move material by pressure nor sound woman mention world side.,True,22,General Contractor,High,92919.84,Paving,Design Change,3
654,Port Jared Bypass Project,2025-03-10,2025-03-28,Answered,Bridge Joint Design,Hot natural radio all brother draw to ahead represent forward those range individual water low behind type coach yard effort form section.,True,18,General Contractor,Medium,25097.79,Excavation,Conflict Resolution,3
655,East Jacobstad Bypass Project,2025-02-04,2025-02-09,Closed,Traffic Signage,Protect community blue hotel its image wish black group worry time radio here station exactly chance special unit everything network water.,False,5,General Contractor,Low,4105.93,Excavation,Conflict Resolution,3
656,North Sarah Bypass Project,2024-12-16,2025-01-13,Answered,Lane Closures,Continue day save threat rate table media compare after bring light leader future discover Mr.,True,28,Subcontractor,Medium,18776.38,Preconstruction,Clarification,4
657,Lake Jay Bypass Project,2025-04-12,2025-04-29,Pending Review,Stormwater Drainage,Democrat with stock process example determine PM commercial base include kid recognize also.,True,17,Civil Engineer,Medium,15611.4,Inspection,Conflict Resolution,3
658,Ronniebury Bypass Project,2025-02-11,2025-03-05,Open,Guardrail Placement,Something under section after chair husband southern civil rest floor actually.,False,22,DOT Inspector,Low,3012.58,Paving,Clarification,5
659,Susanchester Bypass Project,2025-01-25,2025-01-29,Answered,Bridge Joint Design,Month never energy huge key four its interesting listen TV coach at.,False,4,Civil Engineer,Medium,11767.85,Excavation,Clarification,2
660,Michellemouth Bypass Project,2025-04-14,2025-05-14,Open,Soil Compaction,Senior image region center indeed professor eat possible which agency south receive often forget town should before exactly general job resource body able responsibility.,False,30,General Contractor,High,176111.95,Preconstruction,Conflict Resolution,2
661,Kristaville Bypass Project,2024-11-22,2024-12-17,Open,Lane Closures,Idea into level we community over same generation his onto wife.,False,25,Civil Engineer,Medium,45083.55,Paving,Conflict Resolution,3
662,Mcmahonport Bypass Project,2024-11-20,2024-11-30,Closed,Lane Closures,Lose arrive type cup four success live especially down morning contain west.,False,10,Civil Engineer,Medium,22195.81,Excavation,Clarification,4
663,Port Sarahmouth Bypass Project,2025-02-04,2025-02-15,Answered,Bridge Joint Design,Each learn ahead blood build board stock how way event run dinner now skill may show unit coach special step message.,False,11,General Contractor,Medium,46941.24,Excavation,Material Substitution,2
664,Whitakermouth Bypass Project,2025-02-19,2025-02-23,Open,Pavement Materials,Computer box care soon street population rise white run director successful white nor.,False,4,Subcontractor,Medium,23734.25,Inspection,Design Change,3
665,South Josephmouth Bypass Project,2025-03-26,2025-04-24,Pending Review,Bridge Joint Design,Wife him according trial those open stay later central rest affect among industry money.,True,29,DOT Inspector,Medium,11356.83,Excavation,Design Change,3
666,Cheyenneville Bypass Project,2024-11-30,2024-12-06,Open,Utility Relocation,Traditional will author put believe page top move article source decide.,False,6,DOT Inspector,Medium,23530.72,Excavation,Material Substitution,3
667,Danielberg Bypass Project,2024-11-12,2024-12-10,Open,Guardrail Placement,Us difficult personal car energy I continue significant class begin way president southern none.,False,28,DOT Inspector,High,89007.93,Preconstruction,Conflict Resolution,5
668,East Juanport Bypass Project,2025-02-03,2025-02-13,Pending Review,Traffic Signage,Fill study president safe traditional present probably life within employee most somebody case no shake task camera stop include.,False,10,DOT Inspector,Medium,17945.0,Inspection,Design Change,2
669,New Amyville Bypass Project,2025-03-11,2025-03-17,Answered,Bridge Joint Design,Offer red same begin scene black range rule sister to fall nor pass.,True,6,DOT Inspector,Low,6444.73,Paving,Clarification,3
670,Wilsonmouth Bypass Project,2024-11-01,2024-11-18,Open,Pavement Materials,Information attorney second opportunity price ago environmental particularly always air president police try grow hospital community ability cut.,True,17,General Contractor,Medium,33237.66,Paving,Conflict Resolution,5
671,Smithland Bypass Project,2024-11-04,2024-11-24,Pending Review,Bridge Joint Design,Modern situation arm bed century color report want impact for relate.,False,20,Civil Engineer,Low,4819.77,Inspection,Material Substitution,2
672,Lake Charlesville Bypass Project,2025-02-11,2025-02-15,Pending Review,Road Grading,Tell throughout pretty bed out forward candidate across sea south teacher.,True,4,Subcontractor,Medium,23335.3,Inspection,Conflict Resolution,3
673,Mitchellview Bypass Project,2024-11-29,2024-12-04,Closed,Guardrail Placement,Gas ready dinner view social and training will Congress senior region item behind course media human.,False,5,General Contractor,High,111425.84,Inspection,Conflict Resolution,4
674,West Darlene Bypass Project,2025-01-15,2025-02-03,Open,Pavement Materials,Say carry water poor number hand site skin goal a safe bill.,True,19,Civil Engineer,High,160568.21,Preconstruction,Conflict Resolution,4
675,Roblesfort Bypass Project,2025-03-11,2025-04-04,Pending Review,Bridge Joint Design,Face prevent religious energy president near listen environment security policy around suggest college view set nor.,False,24,DOT Inspector,Low,9810.27,Paving,Material Substitution,4
676,Johnsonville Bypass Project,2025-02-02,2025-02-17,Pending Review,Soil Compaction,Goal rise book himself age difference type bit of finish account computer usually benefit recently moment stand back community.,False,15,General Contractor,Low,7584.03,Inspection,Material Substitution,2
677,Smithland Bypass Project,2025-03-15,2025-04-06,Pending Review,Utility Relocation,Whole little statement around camera why staff money kid sign we play end use ball land learn.,True,22,General Contractor,Medium,33484.09,Inspection,Clarification,3
678,Foxbury Bypass Project,2025-03-07,2025-04-02,Answered,Utility Relocation,Exactly stay food finish difficult side peace least city magazine spend run or hundred result score form clear scene get hotel probably picture positive.,False,26,General Contractor,Low,2595.55,Paving,Clarification,3
679,New Glennland Bypass Project,2025-03-19,2025-04-05,Answered,Pavement Materials,Whose billion ground record step magazine thank site animal its however training nation indicate student through key anything former image.,False,17,Civil Engineer,Medium,16100.08,Preconstruction,Design Change,4
680,Smithstad Bypass Project,2024-11-23,2024-12-05,Pending Review,Soil Compaction,Population wrong center everyone itself their beautiful book game consumer of skill full direction speak suffer individual ask turn suddenly put time gun.,True,12,Civil Engineer,Medium,45650.57,Excavation,Design Change,3
681,North Carolyn Bypass Project,2025-04-05,2025-04-17,Pending Review,Utility Relocation,See society young experience boy road whether cultural parent nice modern he exactly health.,True,12,Civil Engineer,Medium,37777.39,Inspection,Material Substitution,2
682,Harriston Bypass Project,2024-12-29,2025-01-09,Closed,Road Grading,Woman son decade when office second school pay offer coach weight customer reflect list want view.,True,11,General Contractor,Medium,42079.59,Inspection,Conflict Resolution,5
683,North Samuelland Bypass Project,2025-02-24,2025-03-25,Answered,Traffic Signage,Around people thing million military responsibility eye hour rock debate especially rate daughter beyond assume from would although us north share month best.,False,29,Civil Engineer,Low,5549.03,Excavation,Design Change,3
684,Dalemouth Bypass Project,2025-03-22,2025-04-15,Pending Review,Traffic Signage,Different you American agreement fall front push let property tax school dinner international administration because plan enough general hot game owner business.,True,24,Civil Engineer,Medium,31973.48,Excavation,Conflict Resolution,4
685,South Tyrone Bypass Project,2025-04-09,2025-04-17,Pending Review,Traffic Signage,Game federal dinner surface imagine cost with almost bit second thus indicate.,True,8,General Contractor,Medium,40166.14,Inspection,Clarification,4
686,New Janetport Bypass Project,2025-01-06,2025-01-09,Open,Lane Closures,Then people at raise top thousand dark foot but develop seem east both majority appear hospital rise out summer drop.,True,3,Subcontractor,High,101826.7,Inspection,Design Change,3
687,Karenfort Bypass Project,2024-12-08,2025-01-06,Answered,Stormwater Drainage,Improve sister great life as fish kitchen health understand north man manager door career.,False,29,Civil Engineer,Medium,13630.43,Inspection,Conflict Resolution,2
688,North Timothymouth Bypass Project,2025-01-25,2025-02-03,Closed,Guardrail Placement,Wide vote choose majority produce rule child do window statement science both reveal nation outside nation strong turn else painting.,True,9,General Contractor,Medium,12900.71,Preconstruction,Clarification,5
689,East Dorothy Bypass Project,2025-01-25,2025-02-17,Closed,Stormwater Drainage,Along find scene person fly article house argue whose if outside executive gun eat other surface less.,False,23,Subcontractor,Low,2435.36,Excavation,Design Change,3
690,Annaland Bypass Project,2024-12-01,2024-12-06,Open,Guardrail Placement,Wish song water finish until industry series fine month somebody social little top list service ago relationship prevent step same if own must information.,True,5,Subcontractor,Medium,18332.76,Paving,Design Change,3
691,West Melaniemouth Bypass Project,2024-11-03,2024-11-28,Answered,Guardrail Placement,Ability along test parent article quality amount cut season so crime scientist.,True,25,Civil Engineer,Low,5393.51,Paving,Material Substitution,5
692,East Noahville Bypass Project,2024-12-17,2025-01-09,Open,Bridge Joint Design,Claim my crime the former base start run course dream human.,False,23,Subcontractor,Medium,37193.22,Excavation,Clarification,3
693,Port Rossmouth Bypass Project,2025-01-08,2025-01-17,Closed,Pavement Materials,Leader why country against discuss include professional business thus measure hard item join president specific art buy tough city rather exist assume now seem.,True,9,General Contractor,Medium,13154.98,Excavation,Design Change,3
694,Ashleyfort Bypass Project,2024-11-25,2024-12-15,Answered,Bridge Joint Design,Watch main beautiful month summer medical face evidence performance major system left upon face read the weight partner past environmental thousand peace hair may official.,False,20,DOT Inspector,Medium,47820.63,Inspection,Material Substitution,4
695,South Meredithview Bypass Project,2025-04-13,2025-04-22,Answered,Road Grading,Staff happy senior as possible thought song bag there him technology never how group yard letter yard whatever director.,False,9,Subcontractor,Low,3304.63,Excavation,Clarification,5
696,East Michealland Bypass Project,2024-12-23,2025-01-10,Closed,Guardrail Placement,Fill fight according among prevent three young now order policy by experience southern difference war turn property family walk north yourself happy art.,False,18,Civil Engineer,Low,3826.26,Inspection,Material Substitution,5
697,Lake Charleneshire Bypass Project,2024-12-16,2024-12-24,Answered,Traffic Signage,Practice everyone else hear feeling themselves effort father follow life.,False,8,General Contractor,Low,7226.95,Paving,Design Change,3
698,New Teresa Bypass Project,2025-04-10,2025-05-06,Open,Utility Relocation,Color generation I bar clear above draw everyone happy sort safe manager guess argue machine occur market training during recognize interview citizen through future finally.,True,26,DOT Inspector,High,82184.08,Paving,Design Change,3
699,Kennethburgh Bypass Project,2024-12-13,2024-12-27,Pending Review,Utility Relocation,Wind itself among standard relate generation school hundred television local site movie point anything push.,True,14,General Contractor,Medium,19718.75,Excavation,Design Change,4
700,Port Colin Bypass Project,2024-12-19,2025-01-06,Answered,Stormwater Drainage,These him top blue generation power line or kitchen same maintain such property evening south push.,False,18,Civil Engineer,Low,8651.53,Preconstruction,Clarification,3
701,Mollyport Bypass Project,2025-04-13,2025-05-09,Answered,Soil Compaction,Can itself society writer left husband history provide hotel Mrs task although that city today ground keep.,False,26,Subcontractor,Low,1884.3,Inspection,Material Substitution,5
702,Ryanfurt Bypass Project,2025-03-30,2025-04-11,Closed,Soil Compaction,Not of after type important herself minute couple top area next result job her agree better since less order away.,True,12,Subcontractor,High,93600.44,Paving,Design Change,2
703,North Alan Bypass Project,2025-03-05,2025-04-01,Open,Pavement Materials,Party summer free easy leader phone ahead main method couple stock friend prove fear never message business whom agent difficult top walk.,True,27,Subcontractor,High,161157.83,Excavation,Conflict Resolution,3
704,Johnsonside Bypass Project,2025-03-16,2025-04-14,Open,Stormwater Drainage,Sport sure unit one hit yeah last TV accept through thus street visit.,True,29,General Contractor,Medium,18120.35,Preconstruction,Clarification,5
705,Reevesmouth Bypass Project,2024-12-12,2024-12-28,Answered,Guardrail Placement,Building crime reflect gas tonight a clearly whole skill begin remember among start order ahead article little once.,True,16,Subcontractor,High,166925.56,Inspection,Clarification,4
706,West Judith Bypass Project,2025-03-26,2025-04-04,Pending Review,Utility Relocation,Notice design available consider must eye pretty crime live section doctor effort foot blue may real lot.,False,9,Subcontractor,Medium,19810.28,Paving,Clarification,4
707,Huntside Bypass Project,2025-01-15,2025-02-05,Open,Bridge Joint Design,If sure look show rather say current stuff check book laugh industry response toward difference.,False,21,Civil Engineer,Medium,22004.35,Excavation,Material Substitution,5
708,North Adam Bypass Project,2025-04-07,2025-04-17,Answered,Utility Relocation,Forward same wait up work old partner suddenly visit parent play cut suggest second lawyer both while street.,False,10,Civil Engineer,Medium,24706.9,Paving,Design Change,3
709,West Craigberg Bypass Project,2024-12-23,2025-01-16,Closed,Lane Closures,For because letter bed daughter right drop film glass rather trouble central current determine participant himself join sit.,True,24,General Contractor,High,182262.5,Preconstruction,Material Substitution,2
710,Jerometon Bypass Project,2025-03-01,2025-03-10,Pending Review,Stormwater Drainage,Ago occur effect they position name three leader capital up candidate think once style exactly situation simple watch material how usually somebody.,True,9,DOT Inspector,Medium,17607.98,Paving,Conflict Resolution,2
711,Port Catherineshire Bypass Project,2024-12-07,2024-12-25,Pending Review,Bridge Joint Design,Suggest after south store most health such in let officer successful enough song base cost detail side conference morning off.,False,18,General Contractor,Medium,32130.43,Excavation,Material Substitution,3
712,Billyton Bypass Project,2024-11-07,2024-12-06,Open,Traffic Signage,Change per moment price bit learn leg look decision admit piece range dinner animal late country cost nothing as girl white exist apply just.,True,29,Civil Engineer,Low,9455.33,Preconstruction,Conflict Resolution,5
713,Riversstad Bypass Project,2025-01-18,2025-02-14,Answered,Pavement Materials,Begin easy operation simple material discuss beat employee song anything candidate fast open detail thing candidate someone husband but hit around north your street.,True,27,DOT Inspector,Low,1269.25,Inspection,Design Change,5
714,West Christopher Bypass Project,2024-11-20,2024-12-05,Open,Stormwater Drainage,Rate heart professional present describe million help conference customer what point Mrs across measure set board figure defense.,False,15,Subcontractor,Low,6409.33,Excavation,Clarification,4
715,Steeleburgh Bypass Project,2025-02-19,2025-03-11,Pending Review,Bridge Joint Design,Cold by thus represent enough body board any buy color reality front need Congress meet walk life could.,True,20,Civil Engineer,Medium,16345.01,Inspection,Clarification,5
716,Bethport Bypass Project,2024-12-30,2025-01-08,Answered,Utility Relocation,Need show up wrong window action compare measure road professional home war ball present goal establish tough.,False,9,DOT Inspector,Medium,21915.31,Inspection,Clarification,2
717,New Sylvia Bypass Project,2024-12-30,2025-01-26,Closed,Guardrail Placement,Light for later order require order heavy white art every young local hear like stay medical man real sign shake outside many realize born happen.,False,27,Civil Engineer,High,122763.1,Preconstruction,Conflict Resolution,4
718,Ortizshire Bypass Project,2025-01-11,2025-01-17,Closed,Bridge Joint Design,Arm expect expert book moment serve reduce pressure idea into.,True,6,General Contractor,High,129222.4,Preconstruction,Material Substitution,5
719,Jessicafurt Bypass Project,2025-02-12,2025-02-27,Answered,Road Grading,Product again rich have American forget back magazine determine enjoy happy gas season management process teach east whom view tree offer.,True,15,Subcontractor,Medium,36639.11,Paving,Design Change,3
720,Port Tonya Bypass Project,2025-03-05,2025-03-22,Open,Lane Closures,Here hair from either generation study health top fast economy important answer fight experience look debate behind carry institution since.,True,17,Subcontractor,High,149691.72,Preconstruction,Conflict Resolution,4
721,Lawsonville Bypass Project,2025-01-03,2025-01-12,Pending Review,Road Grading,Should professor necessary employee baby prepare bar step economic always paper bag challenge end feel.,True,9,Civil Engineer,Medium,48562.42,Paving,Conflict Resolution,4
722,Angelachester Bypass Project,2025-04-01,2025-04-19,Pending Review,Utility Relocation,Prove notice maintain than hope room citizen language stand power type sea final hard fine soon film probably relationship ahead seat recently task resource.,False,18,General Contractor,Low,2103.0,Paving,Conflict Resolution,3
723,South Annemouth Bypass Project,2025-02-22,2025-02-25,Pending Review,Stormwater Drainage,Sister heart send there environment fill performance remember child girl really whether final water.,True,3,Subcontractor,Medium,16006.4,Preconstruction,Design Change,5
724,North Garybury Bypass Project,2025-03-24,2025-04-17,Answered,Utility Relocation,Red because show be environmental whether many student entire democratic special able create professor result stay remain great speech civil.,True,24,General Contractor,High,82321.03,Preconstruction,Clarification,4
725,West Seanchester Bypass Project,2025-01-12,2025-02-04,Open,Stormwater Drainage,Have carry financial a room its realize national risk force scene.,False,23,Subcontractor,Medium,16425.68,Paving,Design Change,4
726,North Jeffreytown Bypass Project,2024-11-20,2024-11-23,Answered,Road Grading,Without end time her be kitchen assume view tonight side every fire take.,False,3,Civil Engineer,Medium,39826.01,Inspection,Design Change,3
727,New Kevinshire Bypass Project,2024-11-09,2024-11-25,Pending Review,Bridge Joint Design,Sense or space choose conference continue ever activity per other after hold body success test next walk season trial young full natural provide mean.,True,16,Civil Engineer,High,50051.6,Excavation,Clarification,5
728,Kevintown Bypass Project,2024-12-20,2025-01-16,Answered,Traffic Signage,Tax success whom mind science bit name store eight several simple industry fast box beyond eight bag class blue buy now.,False,27,DOT Inspector,Low,8192.65,Inspection,Conflict Resolution,4
729,Guzmanchester Bypass Project,2025-03-15,2025-03-22,Answered,Traffic Signage,Price education until action pay film realize commercial management age soldier beautiful almost significant in hand mouth adult country use wear himself.,False,7,General Contractor,Low,4760.6,Paving,Design Change,2
730,Jesseborough Bypass Project,2025-04-05,2025-04-26,Pending Review,Guardrail Placement,Region sport notice newspaper ask drive movie eight decide contain throughout those company race natural.,False,21,DOT Inspector,Medium,41575.67,Inspection,Conflict Resolution,2
731,Scottchester Bypass Project,2024-11-06,2024-11-18,Pending Review,Pavement Materials,Nature response call population message owner shake product share meeting price everyone state individual able daughter Mrs baby war.,True,12,DOT Inspector,High,81619.23,Inspection,Conflict Resolution,4
732,Morrishaven Bypass Project,2025-03-31,2025-04-10,Pending Review,Guardrail Placement,Music since power which trip that difference defense single executive appear while note fire stock woman during everything make evening.,True,10,DOT Inspector,Medium,47065.36,Excavation,Design Change,2
733,North Jamieland Bypass Project,2024-12-23,2024-12-27,Pending Review,Bridge Joint Design,Hot result picture begin whether seat bed bill write special military make my most environmental position single sort administration huge whether a knowledge leave.,True,4,Subcontractor,High,113118.23,Inspection,Design Change,4
734,New Josephview Bypass Project,2025-04-12,2025-04-19,Open,Road Grading,With simple add art less art Republican actually traditional six.,True,7,Subcontractor,High,177732.36,Preconstruction,Design Change,5
735,Paultown Bypass Project,2025-01-04,2025-01-15,Open,Stormwater Drainage,Family red agent source economic to recent perform dark unit show.,True,11,Subcontractor,Medium,35085.58,Excavation,Material Substitution,3
736,North Carolineland Bypass Project,2025-02-15,2025-03-07,Open,Traffic Signage,Very beyond south offer serve throughout last attorney civil stop compare in stop major measure middle whatever alone item little shake last culture similar.,False,20,Subcontractor,Medium,43392.71,Preconstruction,Design Change,4
737,Harryhaven Bypass Project,2025-01-18,2025-02-15,Answered,Pavement Materials,Go method today pull wide action good order responsibility region including PM myself.,True,28,Civil Engineer,Medium,20616.91,Inspection,Clarification,2
738,East Melissa Bypass Project,2025-01-18,2025-01-27,Closed,Pavement Materials,Mind less number decision already memory rate finally approach Mrs provide last human concern left knowledge take response reality rock.,True,9,General Contractor,Medium,48731.98,Preconstruction,Clarification,5
739,North Nicholaschester Bypass Project,2024-12-27,2025-01-24,Open,Pavement Materials,Soldier require make difference participant loss night ground born teacher idea long officer industry say project set pretty decade low.,True,28,DOT Inspector,Medium,10944.24,Preconstruction,Clarification,5
740,Masonbury Bypass Project,2025-03-12,2025-03-24,Pending Review,Stormwater Drainage,Produce gun compare charge entire trial occur official research author college.,False,12,Subcontractor,Medium,29423.45,Excavation,Clarification,5
741,Christianmouth Bypass Project,2024-12-01,2024-12-09,Open,Lane Closures,Dark product note about worker provide quite evidence ten catch.,False,8,General Contractor,High,84505.8,Excavation,Design Change,5
742,West Linda Bypass Project,2025-04-10,2025-05-01,Closed,Stormwater Drainage,Source require suffer born send discussion someone move hand popular difference feeling use everybody economy trouble population stand though.,True,21,Subcontractor,High,55966.88,Paving,Conflict Resolution,3
743,Port Kimberly Bypass Project,2025-03-26,2025-04-02,Open,Soil Compaction,Possible stop why company hard hit again safe question social media.,False,7,General Contractor,High,169435.32,Preconstruction,Material Substitution,3
744,Mossland Bypass Project,2024-12-18,2025-01-17,Answered,Stormwater Drainage,Explain surface someone machine time agent truth type approach pull lead.,True,30,DOT Inspector,Medium,20319.97,Paving,Material Substitution,3
745,East Sharonburgh Bypass Project,2025-02-15,2025-02-18,Open,Lane Closures,Someone hard itself line happy international bit help drop relationship start here daughter including stop such then top.,False,3,Civil Engineer,Medium,29883.59,Inspection,Material Substitution,3
746,Smithchester Bypass Project,2025-01-01,2025-01-05,Answered,Stormwater Drainage,Practice song discussion whom operation thus any project contain baby benefit child every alone.,True,4,DOT Inspector,High,87766.29,Excavation,Material Substitution,5
747,Port Bradley Bypass Project,2024-12-09,2024-12-21,Closed,Road Grading,With deal door relationship security guess company challenge health group fly determine very question run.,True,12,Civil Engineer,High,159118.39,Preconstruction,Design Change,3
748,Johntown Bypass Project,2025-01-21,2025-02-10,Pending Review,Lane Closures,Decision push job sport clear store likely economy sound return morning modern other while.,False,20,DOT Inspector,Low,7852.9,Excavation,Design Change,4
749,South Stephaniemouth Bypass Project,2025-02-16,2025-03-10,Answered,Road Grading,Agree same cultural order executive although base that them lawyer foreign top opportunity cultural effect travel buy.,True,22,General Contractor,High,157321.88,Paving,Conflict Resolution,2
750,South Ericahaven Bypass Project,2024-11-10,2024-12-07,Closed,Lane Closures,Late cut see edge surface question rise experience together company government.,False,27,Subcontractor,Medium,20595.25,Paving,Clarification,4
751,Gutierrezmouth Bypass Project,2025-01-29,2025-02-25,Answered,Stormwater Drainage,Soon single model base action including tax bank goal expect enough meet area.,True,27,Civil Engineer,High,134879.98,Inspection,Clarification,3
